MMSI,TrackNumber,SimpleVesselType,ComplexVesselType,StartTime,ContestVesselType
224081790,124656,Longliner,Longliner,1435744410,Longliner
224081820,114011,Trawler,Bottom Otter Trawler,1436155533,Trawler
224081840,112616,Longliner,Longliner,1435713506,Longliner
224082230,128330,Trawler,Bottom Otter Trawler,1435851061,Trawler
224082360,102638,Trawler,Bottom Otter Trawler,1435709729,Trawler
224082580,105486,Pole and Line,Pole and Line,1435713187,Other
224082850,122830,Purse Seiner,Purse Seiner,1435709639,Seiner
224082870,126739,Purse Seiner,Purse Seiner,1435709731,Seiner
224083240,113450,Trawler,Bottom Otter Trawler,1435729989,Trawler
224083520,108921,Purse Seiner,Purse Seiner,1435709225,Seiner
224083790,116433,Trawler,Bottom Otter Trawler,1435728566,Trawler
224084460,105751,Trawler,Bottom Otter Trawler,1435716828,Trawler
224084470,107117,Trawler,Bottom Otter Trawler,1435747033,Trawler
224084620,104426,Purse Seiner,Purse Seiner,1435709677,Seiner
224085120,103933,Purse Seiner,Purse Seiner,1435709114,Seiner
224085250,105005,Purse Seiner,Purse Seiner,1435828321,Seiner
224085560,120518,Purse Seiner,Purse Seiner,1435742985,Seiner
224085740,112515,Trawler,Bottom Otter Trawler,1441609823,Trawler
224085950,115052,Purse Seiner,Purse Seiner,1435767951,Seiner
224085980,111749,Trawler,Bottom Otter Trawler,1435711070,Trawler
224086520,117109,Trawler,Bottom Otter Trawler,1435728369,Trawler
224086550,117122,Trawler,Bottom Otter Trawler,1435710039,Trawler
224086630,110877,Trawler,Bottom Otter Trawler,1435719561,Trawler
224087260,123512,Purse Seiner,Purse Seiner,1435710739,Seiner
224087460,100963,Trawler,Bottom Otter Trawler,1435727513,Trawler
224087530,117400,Trawler,Bottom Otter Trawler,1435723853,Trawler
224087540,116454,Trawler,Bottom Otter Trawler,1435730588,Trawler
224087870,124022,Trawler,Bottom Otter Trawler,1435719264,Trawler
224088000,121512,Purse Seiner,Tuna purse seiner,1435887874,Seiner
224088370,115989,Trawler,Bottom Otter Trawler,1435727800,Trawler
224088740,122169,Purse Seiner,Purse Seiner,1435708934,Seiner
224089260,114456,Trawler,Trawler,1435716050,Trawler
224089290,106012,Trawler,Bottom Otter Trawler,1435723731,Trawler
224090170,109710,Purse Seiner,Purse Seiner,1435709467,Seiner
224090290,107093,Purse Seiner,Purse Seiner,1435709116,Seiner
224090880,110162,Purse Seiner,Purse Seiner,1435709366,Seiner
224090890,117300,Purse Seiner,Purse Seiner,1435709062,Seiner
224091680,123707,Trawler,Bottom Otter Trawler,1435709569,Trawler
224092140,132248,Trawler,Bottom Otter Trawler,1435714883,Trawler
224092830,115278,Trawler,Bottom Otter Trawler,1436248250,Trawler
224093450,113636,Trawler,Bottom Otter Trawler,1435714262,Trawler
224093460,108215,Trawler,Trawler,1435717713,Trawler
224094160,105900,Purse Seiner,Purse Seiner,1435708894,Seiner
224094320,127600,Trawler,Bottom Otter Trawler,1435718472,Trawler
224094570,131228,Trawler,Bottom Otter Trawler,1435709031,Trawler
224094870,124874,Pole and Line,Handliner,1435808785,Other
224095140,109808,Trawler,Bottom Otter Trawler,1435709114,Trawler
224095170,126006,Purse Seiner,Purse Seiner,1435710046,Seiner
224095230,100047,Trawler,Bottom Otter Trawler,1435724135,Trawler
224095390,113503,Trawler,Bottom Otter Trawler,1435723801,Trawler
224095430,120819,Trawler,Bottom Otter Trawler,1435731031,Trawler
224095720,104558,Fishing Support Vessel,Support Vessel,1435709135,Support
224095770,101794,Trawler,Bottom Otter Trawler,1435727417,Trawler
224096290,104847,Trawler,Bottom Otter Trawler,1435711387,Trawler
224096770,130615,Purse Seiner,Purse Seiner,1435753385,Seiner
224096950,101033,Trawler,Bottom Otter Trawler,1435715867,Trawler
224097670,102590,Trawler,Bottom Otter Trawler,1435725374,Trawler
224097970,122363,Trawler,Trawler,1435713442,Trawler
224098250,111119,Longliner,Longliner,1435713294,Longliner
224098390,108034,Trawler,Bottom Otter Trawler,1436100548,Trawler
224098420,124481,Longliner,Longliner,1435753022,Longliner
224098640,121495,Longliner,Longliner,1435711087,Longliner
224098760,107759,Purse Seiner,Purse Seiner,1435709667,Seiner
224098780,125887,Purse Seiner,Purse Seiner,1436130024,Seiner
224098870,123373,Trawler,Bottom Otter Trawler,1435732698,Trawler
224099450,129503,Longliner,Longliner,1435713737,Longliner
224099470,118507,Longliner,Longliner,1435713613,Longliner
224099560,132442,Longliner,Longliner,1435708906,Longliner
224100160,104003,Purse Seiner,Purse Seiner,1435710423,Seiner
224100180,109816,Trawler,Trawler,1435713367,Trawler
224100590,105361,Purse Seiner,Purse Seiner,1435709715,Seiner
224100920,108539,Purse Seiner,Purse Seiner,1435716303,Seiner
224101860,117526,Purse Seiner,Purse Seiner,1435742270,Seiner
224101940,123009,Longliner,Longliner,1435713338,Longliner
224101970,109650,Purse Seiner,Purse Seiner,1435711846,Seiner
224101980,107537,Purse Seiner,Purse Seiner,1435709555,Seiner
224102000,102084,Purse Seiner,Purse Seiner,1435709410,Seiner
224102530,103160,Purse Seiner,Purse Seiner,1435725007,Seiner
224102850,131495,Trawler,Bottom Otter Trawler,1435709418,Trawler
224103270,113388,Trawler,Bottom Otter Trawler,1435725540,Trawler
224103490,103944,Trawler,Bottom Otter Trawler,1435709496,Trawler
224103570,106508,Purse Seiner,Purse Seiner,1435709475,Seiner
224103750,117920,Purse Seiner,Purse Seiner,1435835590,Seiner
224103970,131003,Longliner,Longliner,1435839981,Longliner
224104170,117338,Trawler,Bottom Otter Trawler,1435721050,Trawler
224104180,108999,Trawler,Bottom Otter Trawler,1435712848,Trawler
224104240,106744,Trawler,Bottom Otter Trawler,1435729561,Trawler
224104380,118717,Trawler,Bottom Otter Trawler,1435726988,Trawler
224104420,114595,Purse Seiner,Purse Seiner,1435784997,Seiner
224104430,132653,Trawler,Bottom Otter Trawler,1435716184,Trawler
224104540,120411,Purse Seiner,Purse Seiner,1435709593,Seiner
224104960,127747,Purse Seiner,Purse Seiner,1436524217,Seiner
224105460,122161,Trawler,Bottom Otter Trawler,1435711662,Trawler
224105580,121328,Purse Seiner,Purse Seiner,1435709349,Seiner
224105890,111946,Purse Seiner,Purse Seiner,1435719115,Seiner
224105920,126249,Trawler,Trawler,1435709219,Trawler
224106000,128763,Trawler,Bottom Otter Trawler,1436292436,Trawler
224106140,130666,Purse Seiner,Purse Seiner,1435708903,Seiner
224106240,109738,Trawler,Bottom Otter Trawler,1435720468,Trawler
224106260,100383,Purse Seiner,Purse Seiner,1435713398,Seiner
224106840,116845,Trawler,Bottom Otter Trawler,1435730202,Trawler
224106860,129652,Trawler,Bottom Otter Trawler,1435714916,Trawler
224106880,110480,Trawler,Bottom Otter Trawler,1435727015,Trawler
224106940,115838,Purse Seiner,Purse Seiner,1435713558,Seiner
224106950,100577,Purse Seiner,Purse Seiner,1435720196,Seiner
224107670,115130,Purse Seiner,Purse Seiner,1435709002,Seiner
224107760,115758,Trawler,Bottom Otter Trawler,1435711484,Trawler
224107990,114374,Purse Seiner,Purse Seiner,1435708902,Seiner
224108450,116563,Purse Seiner,Purse Seiner,1435709179,Seiner
224108670,100662,Purse Seiner,Purse Seiner,1435759381,Seiner
224110000,120368,Longliner,Longliner,1435713260,Longliner
224111960,129929,Trawler,Bottom Otter Trawler,1435719525,Trawler
224112370,117131,Longliner,Longliner,1435708945,Longliner
224113270,115715,Longliner,Longliner,1435713641,Longliner
224114750,111209,Longliner,Longliner,1435759466,Longliner
224115790,129931,Purse Seiner,Purse Seiner,1435709225,Seiner
224115880,132438,Longliner,Longliner,1435713429,Longliner
224116380,126659,Longliner,Longliner,1435893222,Longliner
224116420,106881,Purse Seiner,Purse Seiner,1435709626,Seiner
224117340,115852,Trawler,Bottom Otter Trawler,1435718667,Trawler
224118650,131498,Purse Seiner,Purse Seiner,1435709784,Seiner
224119550,114568,Purse Seiner,Purse Seiner,1435709463,Seiner
224120000,107254,Longliner,Longliner,1435712858,Longliner
224120850,125235,Longliner,Longliner,1435709667,Longliner
224120870,106433,Longliner,Longliner,1435708959,Longliner
224121650,117745,Trawler,Trawler,1435711846,Trawler
224121760,127561,Trawler,Bottom Otter Trawler,1435727696,Trawler
224122930,125912,Trawler,Bottom Otter Trawler,1441092402,Trawler
224123490,101404,Trawler,Bottom Otter Trawler,1435709554,Trawler
224123720,121564,Trawler,Trawler,1435785961,Trawler
224123730,101302,Trawler,Bottom Otter Trawler,1435708979,Trawler
224124000,123148,Fishing Support Vessel,Fish Carrier,1435709249,Support
224124190,121465,Purse Seiner,Purse Seiner,1435709072,Seiner
224124260,101223,Trawler,Bottom Otter Trawler,1436150078,Trawler
224125140,109387,Trawler,Trawler,1435708852,Trawler
224127180,116647,Purse Seiner,Purse Seiner,1435709304,Seiner
224127360,121150,Trawler,Bottom Otter Trawler,1435723785,Trawler
224128670,104393,Trawler,Bottom Otter Trawler,1435754077,Trawler
224129890,102635,Trawler,Bottom Otter Trawler,1436951510,Trawler
224130000,114492,Longliner,Longliner,1435722320,Longliner
224130870,130327,Longliner,Longliner,1435725071,Longliner
224131890,127536,Trawler,Bottom Otter Trawler,1435718569,Trawler
224132000,121288,Longliner,Longliner,1435724271,Longliner
224132570,121881,Trawler,Bottom Otter Trawler,1439011342,Trawler
224132580,124994,Trawler,Bottom Otter Trawler,1440059771,Trawler
224132850,112036,Purse Seiner,Purse Seiner,1435709200,Seiner
224133000,118784,Trawler,Bottom Otter Trawler,1435769260,Trawler
224133306,110610,Trawler,Bottom Otter Trawler,1435725710,Trawler
224133770,102104,Trawler,Bottom Otter Trawler,1435718148,Trawler
224134120,103937,Trawler,Bottom Otter Trawler,1436390685,Trawler
224134380,111432,Trawler,Bottom Otter Trawler,1435717675,Trawler
224134470,103021,Longliner,Longliner,1435709564,Longliner
224134550,111810,Trawler,Trawler,1435709385,Trawler
224135000,131874,Longliner,Longliner,1435765185,Longliner
224135590,119904,Trawler,Bottom Otter Trawler,1435724167,Trawler
224136380,123492,Trawler,Trawler,1435709456,Trawler
224136470,126411,Purse Seiner,Purse Seiner,1435759395,Seiner
224136960,127533,Trawler,Bottom Otter Trawler,1436866083,Trawler
224137290,110654,Longliner,Longliner,1435708878,Longliner
224137530,117693,Purse Seiner,Purse Seiner,1435709375,Seiner
224137880,100015,Purse Seiner,Purse Seiner,1435709202,Seiner
224138320,123227,Purse Seiner,Purse Seiner,1435709121,Seiner
224138680,127035,Purse Seiner,Purse Seiner,1435715901,Seiner
224141360,113291,Purse Seiner,Purse Seiner,1435859381,Seiner
224141830,109888,Purse Seiner,Purse Seiner,1435708945,Seiner
224142580,124135,Purse Seiner,Purse Seiner,1435709411,Seiner
224143730,103941,Longliner,Longliner,1435714394,Longliner
224143980,121715,Trawler,Bottom Otter Trawler,1435709041,Trawler
224144580,102723,Trawler,Bottom Otter Trawler,1435710884,Trawler
224144590,113731,Trawler,Bottom Otter Trawler,1435718294,Trawler
224144750,126745,Longliner,Longliner,1435713520,Longliner
224144890,100682,Trawler,Bottom Otter Trawler,1435719639,Trawler
224146950,112076,Purse Seiner,Purse Seiner,1435709102,Seiner
224148470,108750,Purse Seiner,Purse Seiner,1435709132,Seiner
224149650,127007,Purse Seiner,Purse Seiner,1435709202,Seiner
224150760,129382,Trawler,Bottom Otter Trawler,1435716623,Trawler
224151990,106522,Purse Seiner,Purse Seiner,1435709361,Seiner
224152140,127665,Purse Seiner,Purse Seiner,1435709195,Seiner
224152340,130530,Longliner,Longliner,1435713427,Longliner
224153130,120347,Longliner,Longliner,1435718796,Longliner
224154000,129397,Longliner,Tuna longliner,1435710602,Longliner
224155590,117814,Purse Seiner,Purse Seiner,1435709558,Seiner
224156000,114379,Longliner,Tuna longliner,1436415786,Longliner
224156570,123022,Purse Seiner,Purse Seiner,1435709538,Seiner
224157000,101976,Longliner,Longliner,1436887541,Longliner
224157780,123755,Trawler,Bottom Otter Trawler,1435709671,Trawler
224160000,132186,Longliner,Longliner,1435708931,Longliner
224161140,128459,Longliner,Longliner,1435713458,Longliner
224162880,121849,Purse Seiner,Purse Seiner,1436204867,Seiner
224166160,127211,Longliner,Longliner,1435720232,Longliner
224168000,109830,Trawler,Bottom Otter Trawler,1435709457,Trawler
224170000,105685,Longliner,Longliner,1435800183,Longliner
224171450,109709,Trawler,Bottom Otter Trawler,1435723781,Trawler
224172830,121653,Purse Seiner,Purse Seiner,1435885871,Seiner
224172950,103980,Pole and Line,Handliner,1435753247,Other
224173000,103240,Longliner,Longliner,1435713601,Longliner
224174930,115800,Purse Seiner,Purse Seiner,1436424399,Seiner
224175190,111026,Purse Seiner,Purse Seiner,1435782364,Seiner
224175430,114244,Longliner,Longliner,1435709667,Longliner
224176370,109481,Longliner,Longliner,1436288906,Longliner
224176390,119072,Trawler,Bottom Otter Trawler,1435709165,Trawler
224176442,108570,Longliner,Longliner,1436039680,Longliner
224177240,124561,Purse Seiner,Purse Seiner,1435708832,Seiner
224177460,127869,Purse Seiner,Purse Seiner,1435712518,Seiner
224178000,112290,Trawler,Bottom Otter Trawler,1435797144,Trawler
224178660,132135,Pole and Line,Handliner,1435713318,Other
224180740,113542,Purse Seiner,Purse Seiner,1435709397,Seiner
224181230,120023,Trawler,Trawler,1435708819,Trawler
224181530,124584,Purse Seiner,Purse Seiner,1435718724,Seiner
224183670,122488,Longliner,Longliner,1436803542,Longliner
224186000,102511,Longliner,Longliner,1435709720,Longliner
224189000,123668,Longliner,Tuna longliner,1435718915,Longliner
224189260,129908,Purse Seiner,Purse Seiner,1435709156,Seiner
224190680,126537,Purse Seiner,Purse Seiner,1435711251,Seiner
224191750,111385,Purse Seiner,Purse Seiner,1435708871,Seiner
224193790,109448,Purse Seiner,Purse Seiner,1436001868,Seiner
224196000,126911,Longliner,Tuna longliner,1437187967,Longliner
224196160,130517,Trawler,Bottom Otter Trawler,1435708810,Trawler
224197150,129987,Longliner,Longliner,1435734106,Longliner
224198440,130698,Purse Seiner,Purse Seiner,1435709324,Seiner
224205420,128113,Trawler,Bottom Otter Trawler,1435759903,Trawler
224208290,106655,Longliner,Longliner,1435712816,Longliner
224208650,122053,Trawler,Bottom Otter Trawler,1435837705,Trawler
224209000,113536,Trawler,Bottom Otter Trawler,1435735565,Trawler
224209630,131201,Purse Seiner,Purse Seiner,1435709014,Seiner
224210180,113856,Trawler,Bottom Otter Trawler,1436787644,Trawler
224211440,122338,Trawler,Bottom Otter Trawler,1435718728,Trawler
224215230,132037,Purse Seiner,Purse Seiner,1435709060,Seiner
224217120,123371,Purse Seiner,Purse Seiner,1435780388,Seiner
224218930,131125,Gillnetter,Gillnetter,1435802482,Other
224220140,129186,Trawler,Bottom Otter Trawler,1435719545,Trawler
224220670,110139,Purse Seiner,Purse Seiner,1435709460,Seiner
224221320,113003,Purse Seiner,Purse Seiner,1435708919,Seiner
224223630,123597,Purse Seiner,Purse Seiner,1435714774,Seiner
224225320,113330,Trawler,Bottom Otter Trawler,1435709705,Trawler
224229000,122235,Trawler,Bottom Otter Trawler,1435709135,Trawler
224231980,120957,Trawler,Bottom Otter Trawler,1435715452,Trawler
224233000,125428,Longliner,Longliner,1440335239,Longliner
224233470,122516,Trawler,Bottom Otter Trawler,1435727440,Trawler
224233730,123763,Trawler,Bottom Otter Trawler,1435749641,Trawler
224234720,112789,Purse Seiner,Purse Seiner,1435715250,Seiner
224237180,105317,Purse Seiner,Purse Seiner,1435709093,Seiner
224238430,129875,Trawler,Bottom Otter Trawler,1439978975,Trawler
224239860,105384,Trawler,Bottom Otter Trawler,1435721236,Trawler
224239920,122079,Trawler,Bottom Otter Trawler,1435722402,Trawler
224241000,120044,Longliner,Longliner,1435713541,Longliner
224241390,128304,Trawler,Bottom Otter Trawler,1435720439,Trawler
224242200,126719,Purse Seiner,Purse Seiner,1435709018,Seiner
224244880,127830,Purse Seiner,Purse Seiner,1435719187,Seiner
224245280,129519,Trawler,Bottom Otter Trawler,1435720371,Trawler
224249780,120168,Trawler,Bottom Otter Trawler,1435719347,Trawler
224250000,107797,Longliner,Longliner,1435713629,Longliner
224250430,127173,Trawler,Bottom Otter Trawler,1435723307,Trawler
224252450,113230,Trawler,Bottom Otter Trawler,1437119180,Trawler
224253000,122390,Longliner,Longliner,1436174611,Longliner
224256220,124713,Purse Seiner,Purse Seiner,1435709799,Seiner
224259150,122416,Trawler,Bottom Otter Trawler,1435717265,Trawler
224259220,124127,Trawler,Trawler,1438073810,Trawler
224260340,112300,Trawler,Bottom Otter Trawler,1435722603,Trawler
224261000,110573,Longliner,Longliner,1435713023,Longliner
224262260,107988,Purse Seiner,Purse Seiner,1435709094,Seiner
224264670,128348,Purse Seiner,Purse Seiner,1435709009,Seiner
224265670,112054,Trawler,Bottom Otter Trawler,1435719142,Trawler
224267000,112016,Longliner,Longliner,1435712404,Longliner
224268000,106495,Longliner,Longliner,1435714564,Longliner
224270370,110291,Purse Seiner,Purse Seiner,1435776176,Seiner
224272000,111181,Pole and Line,Pole and Line,1436136186,Other
224274380,116651,Pole and Line,Handliner,1436230194,Other
224279670,123135,Purse Seiner,Purse Seiner,1435708945,Seiner
224286000,122863,Longliner,Longliner,1435712731,Longliner
224288000,107028,Longliner,Longliner,1435712368,Longliner
224290000,103274,Longliner,Longliner,1435713474,Longliner
224292000,109034,Trawler,Bottom Otter Trawler,1435713047,Trawler
224292970,106638,Longliner,Longliner,1436467478,Longliner
224295000,115128,Longliner,Longliner,1435714646,Longliner
224298000,112584,Trawler,BottomPairTrawler,1435712619,Trawler
224299000,118824,Longliner,Longliner,1435727232,Longliner
224303000,105230,Fishing Support Vessel,Support Vessel(BB / PS),1436650954,Support
224306000,102455,Longliner,Longliner,1435712706,Longliner
224307000,107969,Fishing Support Vessel,Support Vessel(BB / PS),1437633829,Support
224313360,125472,Purse Seiner,Purse Seiner,1435709011,Seiner
224313390,126886,Trawler,Bottom Otter Trawler,1435709641,Trawler
224315860,113916,Purse Seiner,Purse Seiner,1435708897,Seiner
224318000,123569,Longliner,Longliner,1436168412,Longliner
224322690,125612,Trawler,Bottom Otter Trawler,1436865056,Trawler
224323960,112247,Trawler,Bottom Otter Trawler,1435722442,Trawler
224329000,118935,Trawler,Bottom Otter Trawler,1435713247,Trawler
224330760,123709,Trawler,Bottom Otter Trawler,1435747175,Trawler
224331000,111660,Trawler,Bottom Otter Trawler,1437637994,Trawler
224333460,125732,Purse Seiner,Purse Seiner,1435714059,Seiner
224335000,123269,Longliner,Longliner,1435712703,Longliner
224342000,106491,Longliner,Longliner,1435720193,Longliner
224366000,131218,Longliner,Tuna longliner,1435708994,Longliner
224368530,112668,Trawler,Bottom Otter Trawler,1435807904,Trawler
224368920,103900,Purse Seiner,Purse Seiner,1435785621,Seiner
224371000,106672,Longliner,Longliner,1435721195,Longliner
224377000,127813,Longliner,Longliner,1435713670,Longliner
224380000,120161,Longliner,Longliner,1435709268,Longliner
224382970,102183,Trawler,Bottom Otter Trawler,1435724139,Trawler
224384000,107321,Trawler,Bottom Otter Trawler,1435720828,Trawler
224385000,100854,Longliner,Longliner,1436806495,Longliner
224386370,123066,Trawler,Bottom Otter Trawler,1435721791,Trawler
224389000,114346,Trawler,Bottom Otter Trawler,1436025643,Trawler
224396270,119813,Purse Seiner,Purse Seiner,1435777687,Seiner
224407000,120564,Longliner,Longliner,1435713559,Longliner
224421000,129792,Trawler,Bottom Otter Trawler,1436363380,Trawler
224425770,100921,Purse Seiner,Purse Seiner,1442491795,Seiner
224431000,103410,Purse Seiner,Tuna purse seiner,1437556480,Seiner
224438000,110027,Longliner,Longliner,1435712307,Longliner
224447240,130547,Purse Seiner,Purse Seiner,1435713476,Seiner
224448260,129836,Purse Seiner,Purse Seiner,1435708966,Seiner
224452000,123778,Longliner,Longliner,1435712922,Longliner
224459000,108414,Longliner,Tuna longliner,1435712706,Longliner
224464000,115053,Purse Seiner,Tuna purse seiner,1435728691,Seiner
224468000,120157,Trawler,Bottom Otter Trawler,1435712911,Trawler
224469000,112871,Purse Seiner,Tuna purse seiner,1436677777,Seiner
224472000,101555,Longliner,Tuna longliner,1435718884,Longliner
224475470,107256,Pole and Line,Handliner,1435709629,Other
224488000,118626,Trawler,Bottom Otter Trawler,1435753020,Trawler
224491000,120825,Trawler,Bottom Otter Trawler,1436529609,Trawler
224506000,115112,Trawler,Bottom Otter Trawler,1435709219,Trawler
224531000,106467,Purse Seiner,Tuna purse seiner,1435712772,Seiner
224536000,111174,Trawler,Bottom Otter Trawler,1435713638,Trawler
224540000,111177,Trawler,Bottom Otter Trawler,1436316774,Trawler
224545000,112512,Longliner,Longliner,1435714469,Longliner
224547000,115047,Trawler,Bottom Otter Trawler,1435709141,Trawler
224556000,132111,Longliner,Tuna longliner,1435734094,Longliner
224559000,110729,Trawler,Bottom Otter Trawler,1435786260,Trawler
224567000,106858,Trawler,Bottom Otter Trawler,1438732554,Trawler
224571000,130870,Trawler,Bottom Otter Trawler,1435840072,Trawler
224572000,112328,Trawler,BottomPairTrawler,1435709072,Trawler
224577000,111866,Longliner,Longliner,1435725268,Longliner
224578000,114412,Longliner,Longliner,1437081671,Longliner
224580000,115590,Purse Seiner,Tuna purse seiner,1435939883,Seiner
224581000,129191,Longliner,Longliner,1436526556,Longliner
224587000,124915,Purse Seiner,Tuna purse seiner,1435990899,Seiner
224594250,113016,Purse Seiner,Purse Seiner,1435714812,Seiner
224609000,131545,Longliner,Longliner,1435752233,Longliner
224658000,119377,Longliner,Longliner,1436427401,Longliner
224680000,116184,Purse Seiner,Tuna purse seiner,1435709691,Seiner
224687000,132536,Longliner,Longliner,1435709093,Longliner
224701000,116265,Trawler,Bottom Otter Trawler,1440191616,Trawler
224709000,118116,Purse Seiner,Purse Seiner,1436044149,Seiner
224716000,125095,Purse Seiner,Tuna purse seiner,1435801945,Seiner
224717000,110619,Purse Seiner,Tuna purse seiner,1437623686,Seiner
224724000,122536,Trawler,Bottom Otter Trawler,1435708910,Trawler
224727000,107561,Purse Seiner,Tuna purse seiner,1436756072,Seiner
224732000,121322,Trawler,Bottom Otter Trawler,1435709684,Trawler
224733000,110789,Purse Seiner,Tuna purse seiner,1436739956,Seiner
224745000,123485,Purse Seiner,Tuna purse seiner,1435834777,Seiner
224752000,119311,Longliner,Longliner,1435709269,Longliner
224754000,124321,Trawler,Bottom Otter Trawler,1435789395,Trawler
224782000,102454,Purse Seiner,Tuna purse seiner,1435728318,Seiner
224859820,130528,Purse Seiner,Purse Seiner,1435709298,Seiner
224871000,106177,Trawler,BottomPairTrawler,1435712645,Trawler
224881000,131471,Longliner,Tuna longliner,1435734831,Longliner
224895000,124768,Pole and Line,Pole and Line,1436091417,Other
224897000,100639,Trawler,Bottom Otter Trawler,1435838724,Trawler
224906480,101960,Purse Seiner,Purse Seiner,1435708838,Seiner
224913000,118144,Longliner,Longliner,1435709278,Longliner
224922000,103156,Purse Seiner,Tuna purse seiner,1437457230,Seiner
224926000,123153,Trawler,Bottom Otter Trawler,1435709245,Trawler
224929000,115482,Longliner,Longliner,1436707550,Longliner
224933000,122123,Longliner,Longliner,1435732891,Longliner
224935000,129851,Trawler,Bottom Otter Trawler,1439111956,Trawler
224938000,124792,Longliner,Longliner,1435709349,Longliner
224949000,117872,Purse Seiner,Purse Seiner,1435709338,Seiner
224980000,102521,Longliner,Longliner,1435802484,Longliner
224987000,126336,Longliner,Tuna longliner,1435720284,Longliner
224992000,120576,Longliner,Tuna longliner,1435720192,Longliner
225309000,117879,Purse Seiner,Purse Seiner,1436870309,Seiner
225318000,127327,Trawler,BottomPairTrawler,1435730538,Trawler
225325000,113531,Longliner,Longliner,1435709448,Longliner
225353000,106800,Trawler,Trawler,1435708815,Trawler
225459000,114965,Purse Seiner,Purse Seiner,1435712683,Seiner
225461000,112837,Purse Seiner,Purse Seiner,1435846600,Seiner
225983196,129194,Purse Seiner,Purse Seiner,1435709081,Seiner
225983852,128762,Purse Seiner,Purse Seiner,1435709004,Seiner
226045000,112801,Trawler,Bottom Otter Trawler,1435730882,Trawler
226180000,101349,Purse Seiner,Tuna purse seiner,1435923617,Seiner
226240000,132131,Purse Seiner,Tuna purse seiner,1436291840,Seiner
226267000,127246,Trawler,Otter Twin Trawler,1435709188,Trawler
227104900,110795,Trawler,Beam Trawler,1436568154,Trawler
227113500,119768,Trawler,Midwater Otter Trawler,1435899740,Trawler
227118500,105344,Trawler,Otter Twin Trawler,1437758157,Trawler
227118900,102657,Troller,Troller,1435716284,Other
227123700,124777,Trawler,Midwater Otter Trawler AND BottomPairTrawler,1435709023,Trawler
227139900,123310,Trawler,Midwater Pair Trawler,1435722344,Trawler
227143600,113025,Trawler,Trawler,1435708852,Trawler
227143900,117022,Trawler,Otter Twin Trawler,1435708989,Trawler
227144200,131605,Purse Seiner,Purse Seiner,1435710690,Seiner
227144400,113052,Trawler,Trawler,1436780164,Trawler
227146300,115982,Purse Seiner,Purse Seiner,1435709016,Seiner
227302000,112000,Trawler,Midwater Pair Trawler,1435709474,Trawler
227303000,117281,Trawler,Midwater Pair Trawler,1435709595,Trawler
227308000,108773,Trawler,Trawler,1435708927,Trawler
227309000,127588,Trawler,BottomPairTrawler,1435722703,Trawler
227311010,123921,Trawler,Midwater Pair Trawler,1435914620,Trawler
227314440,106183,Driftnet,Driftnet,1435709036,Other
227315190,123070,Purse Seiner,Purse Seiner,1435710042,Seiner
227315420,127748,Longliner,Longliner,1436970436,Longliner
227315560,130658,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709093,Trawler
227317000,124524,Trawler,Trawler,1435709066,Trawler
227317550,110523,Trawler,Midwater Pair Trawler,1435711839,Trawler
227317720,118027,Trawler,Midwater Pair Trawler,1435710959,Trawler
227317860,121858,Trawler,Midwater Pair Trawler,1435712449,Trawler
227317980,102430,Trawler,Midwater Pair Trawler,1435823416,Trawler
227318540,100659,Trawler,Trawler,1435711383,Trawler
227318610,128857,Trawler,Midwater Pair Trawler,1436231647,Trawler
227319190,105670,Trawler,Midwater Pair Trawler,1435712739,Trawler
227319570,127896,Purse Seiner,Purse Seiner,1435709243,Seiner
227321240,115037,Trawler,Midwater Pair Trawler,1435710876,Trawler
227338000,100204,Trawler,Midwater Otter Trawler,1435708959,Trawler
227340000,120890,Trawler,Otter Twin Trawler,1435708965,Trawler
227372000,118838,Trawler,Otter Twin Trawler,1435709013,Trawler
227382000,104945,Seiner,Danish Seine,1435709235,Seiner
227391000,131057,Trawler,Trawler,1435709437,Trawler
227393000,110483,Trawler,Otter Twin Trawler,1437640733,Trawler
227401000,129359,Trawler,Trawler,1435711957,Trawler
227409000,108883,Trawler,Midwater Otter Trawler,1435839217,Trawler
227410000,131189,Trawler,Trawler,1435709734,Trawler
227411000,127507,Trawler,Otter Twin Trawler,1435709442,Trawler
227419000,117539,Trawler,Midwater Pair Trawler,1435709184,Trawler
227425000,103696,Trawler,Trawler,1435763970,Trawler
227430000,106453,Trawler,Otter Twin Trawler,1435710122,Trawler
227436000,110612,Trawler,Midwater Otter Trawler,1436451980,Trawler
227438000,101689,Trawler,Midwater Pair Trawler,1435710732,Trawler
227442000,109385,Longliner,Longliner,1435709349,Longliner
227443000,113923,Trawler,Midwater Otter Trawler,1435709127,Trawler
227474000,100481,Trawler,Midwater Otter Trawler,1435709334,Trawler
227479000,101468,Gillnetter,Gillnetter,1435862144,Other
227483000,131616,Trawler,Otter Twin Trawler,1435709232,Trawler
227533000,112810,Trawler,Midwater Otter Trawler,1435868410,Trawler
227549000,129772,Purse Seiner,Tuna purse seiner,1435740542,Seiner
227550000,112414,Purse Seiner,Tuna purse seiner,1435712604,Seiner
227563000,109307,Longliner,Longliner,1435834396,Longliner
227573440,131269,Purse Seiner,Purse Seiner,1435709585,Seiner
227574000,109253,Gillnetter,Gillnetter,1435830942,Other
